A1	1
B1	10000
A2	2
B2	5050
A3	3
A4	4
A5	5
A6	6
A7	7
A8	8
A9	9
A10	10
A11	11
A12	12
A13	13
A14	14
A15	15
A16	16
A17	17
A18	18
A19	19
A20	20
A21	21
A22	22
A23	23
A24	24
A25	25
A26	26
A27	27
A28	28
A29	29
A30	30
A31	31
A32	32
A33	33
A34	34
A35	35
A36	36
A37	37
A38	38
A39	39
A40	40
A41	41
A42	42
A43	43
A44	44
A45	45
A46	46
A47	47
A48	48
A49	49
A50	50
A51	51
A52	52
A53	53
A54	54
A55	55
A56	56
A57	57
A58	58
A59	59
A60	60
A61	61
A62	62
A63	63
A64	64
A65	65
A66	66
A67	67
A68	68
A69	69
A70	70
A71	71
A72	72
A73	73
A74	74
A75	75
A76	76
A77	77
A78	78
A79	79
A80	80
A81	81
A82	82
A83	83
A84	84
A85	85
A86	86
A87	87
A88	88
A89	89
A90	90
A91	91
A92	92
A93	93
A94	94
A95	95
A96	96
A97	97
A98	98
A99	99
A100	100
A101	101
A102	102
A103	103
A104	104
A105	105
A106	106
A107	107
A108	108
A109	109
A110	110
A111	111
A112	112
A113	113
A114	114
A115	115
A116	116
A117	117
A118	118
A119	119
A120	120
A121	121
A122	122
A123	123
A124	124
A125	125
A126	126
A127	127
A128	128
A129	129
A130	130
A131	131
A132	132
A133	133
A134	134
A135	135
A136	136
A137	137
A138	138
A139	139
A140	140
A141	141
A142	142
A143	143
A144	144
A145	145
A146	146
A147	147
A148	148
A149	149
A150	150
A151	151
A152	152
A153	153
A154	154
A155	155
A156	156
A157	157
A158	158
A159	159
A160	160
A161	161
A162	162
A163	163
A164	164
A165	165
A166	166
A167	167
A168	168
A169	169
A170	170
A171	171
A172	172
A173	173
A174	174
A175	175
A176	176
A177	177
A178	178
A179	179
A180	180
A181	181
A182	182
A183	183
A184	184
A185	185
A186	186
A187	187
A188	188
A189	189
A190	190
A191	191
A192	192
A193	193
A194	194
A195	195
A196	196
A197	197
A198	198
A199	199
A200	200
A201	201
A202	202
A203	203
A204	204
A205	205
A206	206
A207	207
A208	208
A209	209
A210	210
A211	211
A212	212
A213	213
A214	214
A215	215
A216	216
A217	217
A218	218
A219	219
A220	220
A221	221
A222	222
A223	223
A224	224
A225	225
A226	226
A227	227
A228	228
A229	229
A230	230
A231	231
A232	232
A233	233
A234	234
A235	235
A236	236
A237	237
A238	238
A239	239
A240	240
A241	241
A242	242
A243	243
A244	244
A245	245
A246	246
A247	247
A248	248
A249	249
A250	250
A251	251
A252	252
A253	253
A254	254
A255	255
A256	256
A257	257
A258	258
A259	259
A260	260
A261	261
A262	262
A263	263
A264	264
A265	265
A266	266
A267	267
A268	268
A269	269
A270	270
A271	271
A272	272
A273	273
A274	274
A275	275
A276	276
A277	277
A278	278
A279	279
A280	280
A281	281
A282	282
A283	283
A284	284
A285	285
A286	286
A287	287
A288	288
A289	289
A290	290
A291	291
A292	292
A293	293
A294	294
A295	295
A296	296
A297	297
A298	298
A299	299
A300	300
A301	301
A302	302
A303	303
A304	304
A305	305
A306	306
A307	307
A308	308
A309	309
A310	310
A311	311
A312	312
A313	313
A314	314
A315	315
A316	316
A317	317
